id,topic,word,part_of_speech,meaning,example,review_day
1934,Core English,review-1934,,,I review review-1934 today.,"1,2,4,7,14,30"
1935,Core English,review-1935,,,I review review-1935 today.,"1,2,4,7,14,30"
1936,Core English,review-1936,,,I review review-1936 today.,"1,2,4,7,14,30"
1937,Core English,review-1937,,,I review review-1937 today.,"1,2,4,7,14,30"
1938,Core English,review-1938,,,I review review-1938 today.,"1,2,4,7,14,30"
1939,Core English,review-1939,,,I review review-1939 today.,"1,2,4,7,14,30"
1940,Core English,review-1940,,,I review review-1940 today.,"1,2,4,7,14,30"
1941,Core English,review-1941,,,I review review-1941 today.,"1,2,4,7,14,30"
1942,Core English,review-1942,,,I review review-1942 today.,"1,2,4,7,14,30"
1943,Core English,review-1943,,,I review review-1943 today.,"1,2,4,7,14,30"
1944,Core English,review-1944,,,I review review-1944 today.,"1,2,4,7,14,30"
1945,Core English,review-1945,,,I review review-1945 today.,"1,2,4,7,14,30"
1946,Core English,review-1946,,,I review review-1946 today.,"1,2,4,7,14,30"
1947,Core English,review-1947,,,I review review-1947 today.,"1,2,4,7,14,30"
1948,Core English,review-1948,,,I review review-1948 today.,"1,2,4,7,14,30"
1949,Core English,review-1949,,,I review review-1949 today.,"1,2,4,7,14,30"
1950,Core English,review-1950,,,I review review-1950 today.,"1,2,4,7,14,30"
1951,Core English,review-1951,,,I review review-1951 today.,"1,2,4,7,14,30"
1952,Core English,review-1952,,,I review review-1952 today.,"1,2,4,7,14,30"
1953,Core English,review-1953,,,I review review-1953 today.,"1,2,4,7,14,30"
1954,Core English,review-1954,,,I review review-1954 today.,"1,2,4,7,14,30"
1955,Core English,review-1955,,,I review review-1955 today.,"1,2,4,7,14,30"
1956,Core English,review-1956,,,I review review-1956 today.,"1,2,4,7,14,30"
1957,Core English,review-1957,,,I review review-1957 today.,"1,2,4,7,14,30"
1958,Core English,review-1958,,,I review review-1958 today.,"1,2,4,7,14,30"
1959,Core English,review-1959,,,I review review-1959 today.,"1,2,4,7,14,30"
1960,Core English,review-1960,,,I review review-1960 today.,"1,2,4,7,14,30"
1961,Core English,review-1961,,,I review review-1961 today.,"1,2,4,7,14,30"
1962,Core English,review-1962,,,I review review-1962 today.,"1,2,4,7,14,30"
1963,Core English,review-1963,,,I review review-1963 today.,"1,2,4,7,14,30"
1964,Core English,review-1964,,,I review review-1964 today.,"1,2,4,7,14,30"
1965,Core English,review-1965,,,I review review-1965 today.,"1,2,4,7,14,30"
1966,Core English,review-1966,,,I review review-1966 today.,"1,2,4,7,14,30"
1967,Core English,review-1967,,,I review review-1967 today.,"1,2,4,7,14,30"
1968,Core English,review-1968,,,I review review-1968 today.,"1,2,4,7,14,30"
1969,Core English,review-1969,,,I review review-1969 today.,"1,2,4,7,14,30"
1970,Core English,review-1970,,,I review review-1970 today.,"1,2,4,7,14,30"
1971,Core English,review-1971,,,I review review-1971 today.,"1,2,4,7,14,30"
1972,Core English,review-1972,,,I review review-1972 today.,"1,2,4,7,14,30"
1973,Core English,review-1973,,,I review review-1973 today.,"1,2,4,7,14,30"
1974,Core English,review-1974,,,I review review-1974 today.,"1,2,4,7,14,30"
1975,Core English,review-1975,,,I review review-1975 today.,"1,2,4,7,14,30"
1976,Core English,review-1976,,,I review review-1976 today.,"1,2,4,7,14,30"
1977,Core English,review-1977,,,I review review-1977 today.,"1,2,4,7,14,30"
1978,Core English,review-1978,,,I review review-1978 today.,"1,2,4,7,14,30"
1979,Core English,review-1979,,,I review review-1979 today.,"1,2,4,7,14,30"
1980,Core English,review-1980,,,I review review-1980 today.,"1,2,4,7,14,30"
1981,Core English,review-1981,,,I review review-1981 today.,"1,2,4,7,14,30"
1982,Core English,review-1982,,,I review review-1982 today.,"1,2,4,7,14,30"
1983,Core English,review-1983,,,I review review-1983 today.,"1,2,4,7,14,30"
1984,Core English,review-1984,,,I review review-1984 today.,"1,2,4,7,14,30"
1985,Core English,review-1985,,,I review review-1985 today.,"1,2,4,7,14,30"
1986,Core English,review-1986,,,I review review-1986 today.,"1,2,4,7,14,30"
1987,Core English,review-1987,,,I review review-1987 today.,"1,2,4,7,14,30"
1988,Core English,review-1988,,,I review review-1988 today.,"1,2,4,7,14,30"
1989,Core English,review-1989,,,I review review-1989 today.,"1,2,4,7,14,30"
1990,Core English,review-1990,,,I review review-1990 today.,"1,2,4,7,14,30"
1991,Core English,review-1991,,,I review review-1991 today.,"1,2,4,7,14,30"
1992,Core English,review-1992,,,I review review-1992 today.,"1,2,4,7,14,30"
1993,Core English,review-1993,,,I review review-1993 today.,"1,2,4,7,14,30"
1994,Core English,review-1994,,,I review review-1994 today.,"1,2,4,7,14,30"
1995,Core English,review-1995,,,I review review-1995 today.,"1,2,4,7,14,30"
1996,Core English,review-1996,,,I review review-1996 today.,"1,2,4,7,14,30"
1997,Core English,review-1997,,,I review review-1997 today.,"1,2,4,7,14,30"
1998,Core English,review-1998,,,I review review-1998 today.,"1,2,4,7,14,30"
1999,Core English,review-1999,,,I review review-1999 today.,"1,2,4,7,14,30"
2000,Core English,review-2000,,,I review review-2000 today.,"1,2,4,7,14,30"
